nse_ticker,sector,industry,basic_industry,notes
BTML,Media Entertainment & Publication,Entertainment,Digital Entertainment,nse_official
BUILDPRO,Services,Commercial Services & Supplies,Trading & Distributors,nse_official
BURNPUR,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
BUTTERFLY,Consumer Durables,Consumer Durables,Household Appliances,nse_official
BVCL,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
BYKE,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
CABINDIA,Cables,Cables & Wires,,
CAIRN,OIL & GAS,OIL,OIL EXPLORATION,nse_official
CALSOFT,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
CAMLIN,Chemicals,Specialty Chemicals,,
CAMLINFINE,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
CAMPUS,Consumer Durables,Consumer Durables,Footwear,nse_official
CAMS,Financial Services,Capital Markets,Depositories Clearing Houses and Other Intermediaries,nse_official
CAMSONBIO,Pharma,Healthcare Services,,
CANBK,Financial Services,Banks,Public Sector Bank,nse_official
CANFINHOME,Financial Services,Finance,Housing Finance Company,nse_official
CANHLIFE,Financial Services,Insurance,Life Insurance,nse_official
CANTABIL,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
CAPACITE,Construction,Construction,Civil Construction,nse_official
CAPILLARY,Information Technology,IT - Software,Software Products,nse_official
CAPITALSFB,Financial Services,Banks,Other Bank,nse_official
CAPLIPOINT,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
CARBORUNIV,Capital Goods,Industrial Products,Abrasives & Bearings,nse_official
CARERATING,Financial Services,Capital Markets,Ratings,nse_official
CARRARO,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
CARTRADE,Consumer Services,Retailing,E-Retail/ E-Commerce,nse_official
CARYSIL,Consumer Durables,Consumer Durables,Household Appliances,nse_official
CASTROL,OIL & GAS,PETROLEUM PRODUCTS,LUBRICANTS,nse_official
CASTROLIND,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants,nse_official
CCAVENUE,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),nse_official
CCCL,Realty,Realty,Residential Commercial Projects,nse_official
CCHHL,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
CCL,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,nse_official
CDSL,Financial Services,Capital Markets,Depositories Clearing Houses and Other Intermediaries,nse_official
CEATLTD,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,nse_official
CEIGALL,Construction,Construction,Civil Construction,nse_official
CEINSYS,Information Technology,IT - Services,IT Enabled Services,nse_official
CELEBRITY,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
CELLO,Consumer Durables,Consumer Durables,Houseware,nse_official
CEMPRO,Construction,Construction,Civil Construction,nse_official
CENTENKA,Textiles,Textiles & Apparels,Other Textile Products,nse_official
CENTEXT,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products,nse_official
CENTRALBK,Financial Services,Banks,Public Sector Bank,nse_official
CENTRALBNK,Banking,PSU Banks,,
CENTRUM,Financial Services,Finance,Other Financial Services,nse_official
CENTUM,Capital Goods,Aerospace & Defense,Aerospace & Defense,nse_official
CENTURYPLY,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,nse_official
CENTURYTEX,RealEstate,Real Estate - Residential,,
CERA,Consumer Durables,Consumer Durables,Sanitary Ware,nse_official
CESC,Power,Power,Integrated Power Utilities,nse_official
CEWATER,Utilities,Other Utilities,Waste Management,nse_official
CGCL,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
CGPOWER,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
CHALET,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
CHAMAN,Agri,Rice,,
CHAMBAL,Agri,Fertilisers,,
CHAMBLFERT,Chemicals,Fertilizers & Agrochemicals,Fertilizers,nse_official
CHEMBOND,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
CHEMBONDCH,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
CHEMCON,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
CHEMFAB,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,nse_official
CHEMPLASTS,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
CHENNPETRO,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing,nse_official
CHEVIOT,Forest Materials,Paper Forest & Jute Products,Jute & Jute Products,nse_official
CHOICEIN,Financial Services,Finance,Holding Company,nse_official
CHOLAFIN,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
CHOLAHLDNG,Financial Services,Finance,Investment Company,nse_official
CIEINDIA,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
CIFL,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
CIGNITITEC,Information Technology,IT - Services,IT Enabled Services,nse_official
CINELINE,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition,nse_official
CINEVISTA,Realty,Realty,Residential Commercial Projects,nse_official
CIPLA,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
CLEAN,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
CLEANMAX,Power,Power,Power Generation,nse_official
CLSEL,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,nse_official
CMSINFO,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
CNL,Services,Commercial Services & Supplies,Trading & Distributors,nse_official
COALINDIA,Oil Gas & Consumable Fuels,Consumable Fuels,Coal,nse_official
COASTCORP,Fast Moving Consumer Goods,Food Products,Seafood,nse_official
COCHINSHIP,Capital Goods,Industrial Manufacturing,Ship Building & Allied Services,nse_official
COFFEEDAY,Consumer Services,Leisure Services,Restaurants,nse_official
COFORGE,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
COHANCE,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
COLORMASTER,Chemicals,Specialty Chemicals - Dyes,,
COLPAL,Fast Moving Consumer Goods,Personal Products,Personal Care,nse_official
COMPUSOFT,Consumer Services,Other Consumer Services,Education,nse_official
COMSYN,Capital Goods,Industrial Products,Packaging,nse_official
CONCOR,Services,Transport Services,Logistics Solution Provider,nse_official
CONCORD,Pharma,Hospitals,,
CONCORDBIO,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
CONFIPET,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,nse_official
CONTROLPR,Information Technology,IT - Hardware,Computers Hardware & Equipments,nse_official
CORALFINAC,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
CORDSCABLE,Capital Goods,Industrial Products,Cables - Electricals,nse_official
COROMANDEL,Chemicals,Fertilizers & Agrochemicals,Fertilizers,nse_official
CORONA,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
COSMOFIRST,Capital Goods,Industrial Products,Packaging,nse_official
COUNCODOS,Realty,Realty,Residential Commercial Projects,nse_official
CPCAP,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
CPEDU,Consumer Services,Other Consumer Services,Education,nse_official
CPPLUS,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
CRAFTSMAN,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
CRAMC,Financial Services,Capital Markets,Asset Management Company,nse_official
CREAMBELL,Consumer,Ice Cream,,
CREATIVEYE,Media Entertainment & Publication,Entertainment,Media & Entertainment,nse_official
CREDITACC,Financial Services,Finance,Microfinance Institutions,nse_official
CREMICAP,Consumer,Ice Cream,,
CREST,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
CRISIL,Financial Services,Finance,Other Financial Services,nse_official
CRIZAC,Consumer Services,Retailing,Internet & Catalogue Retail,nse_official
CROMPTON,Consumer Durables,Consumer Durables,Household Appliances,nse_official
CROWN,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
CSBBANK,Financial Services,Banks,Private Sector Bank,nse_official
CSLFINANCE,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
CSTLTD,Metals,Steel,,
CTE,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
CUB,Financial Services,Banks,Private Sector Bank,nse_official
CUBEXTUB,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products,nse_official
CUMI,Cap Goods,Industrial Machinery,,
CUMMINSIND,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,nse_official
CUPID,Fast Moving Consumer Goods,Personal Products,Personal Care,nse_official
CYBERMEDIA,Media Entertainment & Publication,Media,Electronic Media,nse_official
CYBERTECH,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
CYIENT,Information Technology,IT - Services,IT Enabled Services,nse_official
CYIENTDLM,Capital Goods,Aerospace & Defense,Aerospace & Defense,nse_official
DABUR,Fast Moving Consumer Goods,Personal Products,Personal Care,nse_official
DALBHARAT,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
DALMIACE,Infra,Cement,,
DALMIACEM,Infra,Cement,,
DALMIACEMB,Infra,Cement,,
DALMIASUG,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
DAMCAPITAL,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
DAMODARIND,Textiles,Textiles & Apparels,Other Textile Products,nse_official
DANGEE,Fast Moving Consumer Goods,Food Products,Packaged Foods,nse_official
DATACUBE,Defense,Defense Electronics,,
DATAMATICS,Information Technology,IT - Services,IT Enabled Services,nse_official
DATAPATTNS,Capital Goods,Aerospace & Defense,Aerospace & Defense,nse_official
DAVANGERE,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG,nse_official
DBCORP,Media Entertainment & Publication,Media,Print Media,nse_official
DBEIL,Construction,Construction,Civil Construction,nse_official
DBL,Construction,Construction,Civil Construction,nse_official
DBOL,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
DBREALTY,Realty,Realty,Residential Commercial Projects,nse_official
DBSTOCKBRO,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
DCAL,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
DCBBANK,Financial Services,Banks,Private Sector Bank,nse_official
DCI,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
DCM,Information Technology,IT - Services,IT Enabled Services,nse_official
DCMNVL,Textiles,Textiles & Apparels,Other Textile Products,nse_official
DCMSHRIRAM,Diversified,Diversified,Diversified,nse_official
DCMSIL,Textiles,Textiles & Apparels,Other Textile Products,nse_official
DCMSRIND,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
DCW,Chemicals,Chemicals & Petrochemicals,Petrochemicals,nse_official
DCWLTD,Chemicals,Chlor-Alkali,,
DCXINDIA,Capital Goods,Aerospace & Defense,Aerospace & Defense,nse_official
DDEVPLSTIK,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
DECCANCE,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
DEEDEV,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
DEEPAKFERT,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,nse_official
DEEPAKNITR,Chemicals,Specialty Chemicals,,
DEEPAKNTR,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
DEEPINDS,Oil Gas & Consumable Fuels,Oil,Oil Equipment & Services,nse_official
DELHIVERY,Services,Transport Services,Logistics Solution Provider,nse_official
DELPHIFX,Financial Services,Finance,Other Financial Services,nse_official
DELTACORP,Consumer Services,Leisure Services,Amusement Parks/ Other Recreation,nse_official
DELTAMAGNT,Capital Goods,Industrial Products,Other Industrial Products,nse_official
DEN,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,nse_official
DENORA,Capital Goods,Industrial Products,Electrodes & Refractories,nse_official
DENSATECH,Chemicals,Specialty Chemicals,,
DENTA,Utilities,Other Utilities,Water Supply & Management,nse_official
DEVIT,Information Technology,IT - Services,IT Enabled Services,nse_official
DEVX,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
DEVYANI,Consumer Services,Leisure Services,Restaurants,nse_official
DFM,Consumer,Food Products,,
DGCONTENT,Media Entertainment & Publication,Media,Advertising & Media Agencies,nse_official
DHAMPUR,Sugar,Sugar,,
DHAMPURSUG,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
DHANBANK,Financial Services,Banks,Private Sector Bank,nse_official
DHANU,Chemicals,Specialty Chemicals - Agri,,
DHANUKA,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
DHARANI,Sugar,Sugar,,
DHARMAJ,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
DHRUV,Services,Commercial Services & Supplies,Consulting Services,nse_official
DHUNINV,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
DIACABS,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
DIAMINESQ,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
DIAMONDYD,Fast Moving Consumer Goods,Food Products,Packaged Foods,nse_official
DICIND,Chemicals,Chemicals & Petrochemicals,Printing Inks,nse_official
DIFFNKG,Capital Goods,Industrial Products,Other Industrial Products,nse_official
DIGIDRIVE,Consumer Services,Retailing,E-Retail/ E-Commerce,nse_official
DIGISPICE,Information Technology,IT - Services,IT Enabled Services,nse_official
DIGITIDE,Information Technology,IT - Services,IT Enabled Services,nse_official
DIGJAMLMTD,Textiles,Textiles & Apparels,Other Textile Products,nse_official
DISHTV,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,nse_official
DIVGIITTS,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
DIVI,Pharma,API & Bulk Drugs,,
DIVISLAB,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
DIXON,Consumer Durables,Consumer Durables,Consumer Electronics,nse_official
DLF,Realty,Realty,Residential Commercial Projects,nse_official
DLINKINDIA,Information Technology,IT - Hardware,Computers Hardware & Equipments,nse_official
DMART,Consumer Services,Retailing,Diversified Retail,nse_official
DMCC,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
DNAMEDIA,Media Entertainment & Publication,Media,Electronic Media,nse_official
DODLA,Fast Moving Consumer Goods,Food Products,Dairy Products,nse_official
DOLATALGO,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
DOLLAR,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
DOLPHIN,Oil Gas & Consumable Fuels,Oil,Offshore Support Solution Drilling,nse_official
DOMS,Fast Moving Consumer Goods,Household Products,Stationary,nse_official
DONEAR,Textiles,Textiles & Apparels,Other Textile Products,nse_official
DPABHUSHAN,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
DPSCLTD,Power,Power,Integrated Power Utilities,nse_official
DPWIRES,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
DRCSYSTEMS,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
DREAMFOLKS,Services,Transport Infrastructure,Airport & Airport services,nse_official
DREDGECORP,Services,Engineering Services,Dredging,nse_official
DRLALPATH,Pharma,Diagnostics,,
DRONEACHARYA,Defense,Drones,,
DRREDDY,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
DSFCL,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
DSPIM,Financials,Wealth Management,,
DSSL,Information Technology,IT - Services,IT Enabled Services,nse_official
DTDC,Infra,Logistics,,
DTIL,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,nse_official
DUCON,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
DVL,Diversified,Diversified,Diversified,nse_official
DWARKESH,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
DYCL,Capital Goods,Industrial Products,Cables - Electricals,nse_official
DYNAMATECH,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
